smiles,pKa
CC(=O)N[C@H]1CC(=O)NC1=O,8.85
Nc1ccc(O)c([N+](=O)[O-])c1,7.81
O=[N+]([O-])c1ccc(NO)cc1,0.65
O=C([O-])[C@@H](O)Cc1c[nH]cn1,7.32
O=C(O)[C@@H](O)Cc1c[nH]c[nH+]1,2.99
CCNc1nc(N)nc(N)n1,5.23
CCN(c1nnn[nH]1)[N+](=O)[O-],2.86
CCn1nnnc1N[N+](=O)[O-],2.02
NCCCCc1ccccc1,10.39
CC(C)(C)c1ccc(N)cc1,4.95
CC(C)(C)c1ccccc1N,3.78
CC(C)[C@H]1CC[C@H](C)C[C@@H]1N,10.63
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1N,10.52
Cc1cc(C)c(C)c(N)c1C,4.3
CC(N)CCc1ccccc1,9.78
CCCNCc1ccccc1,9.62
CCNCc1ccc(C)cc1,10.04
CCCCNc1ccccc1,5.11
CC(C)CNc1ccccc1,4.84
C=CC(C)Nc1ccccc1,4.57
CCC(C)Nc1ccccc1,5.47
C#CC(C)Nc1ccccc1,3.25
CNC(C)Cc1ccccc1,9.87
CNC(C)CC1CCCCC1,10.52
CNCCCc1ccccc1,10.58
CNCC(C)c1ccccc1,9.87
CCCN(C)c1ccccc1,5.67
CN1C(C)(C)CCCC1(C)C,11.25
CCCCc1ccccc1N,4.26
CC(C)(N)Cc1ccccc1,10.13
CC(C)(C)Nc1ccccc1,7.15
CC(C)(C)NC1CCCCC1,11.34
Cc1ccccc1CN(C)C,8.71
Cc1cccc(C)c1N(C)C,5.85
CCCCN1CCCCC1C,10.7
CCN(CC)c1ccccc1,6.6
CC(=S)Nc1ccc(Cl)cc1,11.06
CC(=S)NCc1ccccc1,13.0
CN(C)C(=S)c1ccccc1,-2.3
C[Si](C)(C)c1ccc(N)cc1,4.36
C[Si](C)(C)c1cccc(N)c1,4.64
Cc1cccc(NCCS)c1,4.68
Cc1ccc(NCCS)cc1,5.08
Cc1ccccc1NCCS,9.6
CCSC(=N)c1ccccc1,6.05
C/N=C(/SC)c1ccccc1,6.42
C[Si](C)(CN)c1ccccc1,10.45
[S-]CCNCc1ccccc1,10.28
SCC[NH2+]Cc1ccccc1,7.86
O=[N+]([O-])c1ccc(O)c(O)c1,6.74
O=[N+]([O-])c1cc(O)ccc1O,7.42
O=[N+]([O-])c1cccc(O)c1O,6.64
O=[N+]([O-])c1ccc([O-])c(O)c1,10.93
O=[N+]([O-])c1cc(O)ccc1[O-],10.11
O=[N+]([O-])c1cccc(O)c1[O-],11.48
O=C(O)c1cc([N+](=O)[O-])cs1,2.83
O=C(O)c1sccc1[N+](=O)[O-],2.68
O=C(O)c1csc([N+](=O)[O-])c1,3.24
O=C(O)c1ccc([N+](=O)[O-])s1,2.68
CCOC(=O)c1cccnc1,3.2
COC(=O)C1=CCCN(C)C1,7.55
COc1ccc(NCO)cc1,3.72
Cc1ncc(CO)c(C)c1O,9.98
Cc1ncc(CO)c(C)c1O,5.4
CC1(C)C(=O)NC(=O)C1(C)C,9.7
CONC(=O)c1ccccc1,8.89
Cc1ccc(C(=O)NO)cc1,8.9
O=C(Cc1ccccc1)NO,9.26
CC(=O)N(O)c1ccccc1,8.36
CN(O)C(=O)c1ccccc1,8.07
CC(=O)Nc1ccc(O)cc1,9.5
CC(=O)Nc1cccc(O)c1,9.38
COc1ccc(C(N)=O)cc1,-1.6
O=C(NCO)c1ccccc1,13.05
CNC(=O)c1ccccc1O,8.03
NCCc1cccc(O)c1O,8.6
NCCc1ccc(O)c(O)c1,10.63
NCCc1ccc(O)c(O)c1,8.89
COC(=O)c1ccc(N)cc1,2.44
N#Cc1cccc(C(=O)O)c1,3.6
N#Cc1ccc(C(=O)O)cc1,3.53
COc1c(O)cccc1CN,10.54
COc1c(O)cccc1CN,8.89
COc1cc(CN)ccc1O,10.47
COc1cc(CN)ccc1O,8.94
COc1cccc(CN)c1O,11.06
COc1cccc(CN)c1O,8.7
NCC(=O)c1ccc(O)cc1,8.05
O=C(/C=N/O)c1ccccc1,8.31
COc1ccc(CON)cc1,4.42
COC(=O)c1cccc(N)c1,3.55
N#C[C@H]1CCCC[C@@H]1C(=O)O,3.86
COc1ccc(/C=N/O)cc1,10.98
CC1=CC(=O)C=C(C)C1=NO,8.04
COc1cccc(/C=N/O)c1,10.59
COc1ccccc1/C=N/O,10.89
Cc1cnc(C)c(O)c1C=O,8.08
Cc1cnc(C)c(O)c1C=O,4.1
CC(=O)CCN1CCOCC1,6.66
COc1ccc(OC)c(N)c1,3.72
COC(=O)C1CCCN(C)C1,8.45
O=[N+]([O-])CCc1ccccc1,8.55
Cc1cccc(C[N+](=O)[O-])c1,6.97
Cc1ccccc1C[N+](=O)[O-],7.6
CC(c1ccccc1)[N+](=O)[O-],7.39
C[N+]1(CC(=O)O)CCCCC1,2.01
O=C([O-])CN=C1CCCCC1,9.48
CCc1ccc(C(=O)[O-])nc1,5.86
Nc1ccc(CC(=O)[O-])cc1,5.2
NCc1ccc(C(=O)[O-])cc1,9.64
[NH3+]c1ccc(CC(=O)O)cc1,3.49
[NH3+]Cc1ccc(C(=O)O)cc1,3.59
Cc1cccc([NH3+])c1C(=O)O,3.2
C[n+]1ccccc1C(C)(O)O,10.57
COC(=O)[n+]1ccc(C)cc1,6.15
NS(=O)(=O)c1cccc(Cl)c1,9.04
NS(=O)(=O)c1ccc(Cl)cc1,9.5
O=S(=O)(NBr)c1ccccc1,4.95
NS(=O)(=O)c1ccc(F)cc1,9.34
CCC1(CC)SC(=O)NC1=O,6.42
Cc1cccc(S(N)(=O)=O)c1,9.51
Cc1ccc(S(N)(=O)=O)cc1,9.89
O=[N+]([O-])Cc1cccc(Cl)c1,6.63
O=[N+]([O-])CSc1ccccc1,6.67
CCC[C@H]1NC(C(=O)[O-])CS1,6.25
OCCCCc1cccnc1,5.7
CN(C)c1ccc(C=O)cc1,1.6
Cc1cc(CO)c(C)c(C)n1,7.3
COc1ccc(N(C)C)cc1,5.86
CN(C)Cc1ccccc1O,10.96
CN(C)Cc1ccccc1O,8.6
OCCCNc1ccccc1,4.53
COCCNc1ccccc1,4.05
Cc1ccc(N(C)CO)cc1,3.73
OCCCCc1ccncc1,6.01
COc1ccc(CCN)cc1,9.79
Cc1cc(O)cc(C)c1C#N,8.21
NCCCc1ccccc1O,9.51
Cc1cc(C#N)cc(C)c1O,8.27
OCCCCc1ccccn1,5.83
CNCC(O)c1ccccc1,9.31
Cc1ccc(C(O)CN)cc1,9.06
C[C@H](N)[C@H](O)c1ccccc1,8.81
O/N=C\C=C\c1ccccc1,10.89
O/N=C/C=C/c1ccccc1,10.55
CNCCc1ccc(O)cc1,9.36
C[C@H](N)Cc1ccc(O)cc1,9.3
NCCC(=O)c1ccccc1,8.3
Cc1cc(C)c(CO)c(C)n1,7.1
CN(CCO)c1ccccc1,4.89
C[NH+](C)Cc1ccc(O)cc1,8.83
C[NH+](C)Cc1cccc(O)c1,8.88
C[N+](C)(C)c1ccccc1O,7.46
C[N+](C)(C)c1cccc(O)c1,8.07
Cc1ccc([N+](C)(C)O)cc1,4.32
Cc1ccccc1[N+](C)(C)O,4.78
C[N+](C)(C)c1ccc(O)cc1,8.25
CCN1CC(O[Si](C)(C)C)C1,8.68
COc1ccc(NC=S)cc1,11.74
NCC(O)c1ccc(Cl)cc1,9.04
N#Cc1ccc(C(=O)S)cc1,1.42
CN(CO)c1ccc(Cl)cc1,3.02
CC(=O)Nc1ccc(S)cc1,6.08
O=C(O)c1ccc([N+](=O)[O-])o1,2.06
O=Cc1cccnc1C(=O)O,3.7
CC(=O)N1CCC[C@H]1C(=O)O,3.21
O=C(NO)c1ccccc1O,7.39
O/N=C/c1ccc(O)cc1O,8.05
COc1cccnc1C(O)O,12.95
CCC1(CC)OC(=O)NC1=O,5.7
COc1cnccc1C(O)O,11.7
CC1(C)CCC(C(=O)O)=[N+]1[O-],2.8
Cc1cc([N+](=O)[O-])ccc1O,7.1
Cc1cc(O)ccc1[N+](=O)[O-],7.65
Cc1ccc(O)c([N+](=O)[O-])c1,7.4
Cc1nc(C(=O)[O-])ccc1O,5.13
Cc1nc(C(=O)[O-])ccc1O,9.49
CC(=O)N1CSC[C@H]1C(=O)O,2.94
O=[N+]([O-])c1cc(Cl)ccc1O,3.5
O=[N+]([O-])c1cc(Br)ccc1O,6.36
O=[N+]([O-])c1ccccc1[Se]O,10.47
CCn1nnnc1NC(C)=O,8.38
CC(C)N1CCC(NN)CC1,9.65
CC(C)[NH+]1CCC(NN)CC1,5.75
O=C1NC(=O)C(=NO)C(=O)N1,4.58
O=[N+]([O-])c1cnc([O-])nc1[O-],11.5
O=C1[N-]C(=O)/C(=N/O)C(=O)N1,10.06
O=[N+]([O-])c1cnc([O-])[nH+]c1[O-],5.42
[NH3+][C@@H](Cc1c[nH+]c[nH]1)C(=O)O,1.8
[NH3+]C(Cc1c[nH]c[nH+]1)C(=O)O,1.53
[NH3+][C@@H](Cc1c[nH]c[nH+]1)C(=O)O,1.76
[NH3+]C(Cc1c[nH]cn1)C(=O)[O-],6.0
[NH3+][C@@H](Cc1c[nH]cn1)C(=O)[O-],6.06
[NH3+]C(Cc1cnc[nH]1)C(=O)[O-],6.78
[NH3+][C@@H](Cc1cnc[nH]1)C(=O)[O-],6.49
[NH3+][C@@H](Cn1cccn1)C(=O)O,2.2
NC(Cc1c[nH]cn1)C(=O)[O-],9.17
N[C@@H](Cc1c[nH]cn1)C(=O)[O-],9.21
NC(Cc1cnc[nH]1)C(=O)[O-],9.11
N[C@@H](Cc1cnc[nH]1)C(=O)[O-],9.12
N[C@@H](Cc1cnc[nH]1)C(=O)[O-],16.0
CN(C)c1ncc([N+](=O)[O-])s1,0.48
NNC(=O)c1ccc(N)cc1,3.56
NNC(=O)c1cccc(N)c1,12.45
NNC(=O)c1cccc(N)c1,3.75
NNC(=O)c1ccccc1N,12.8
NNC(=O)c1ccccc1N,3.47
N/C(=N\O)c1ccccc1N,4.5
CN(C)c1cc[n+](C)c([O-])n1,4.2
NNC(=O)c1ccc([NH3+])cc1,2.05
NNC(=O)c1cccc([NH3+])c1,2.57
NNC(=O)c1ccccc1[NH3+],1.85
N/C(=[NH+]\O)c1ccccc1N,2.2
C1CC2CC1NN2,7.94
NC12CCC(C1)C2,9.3
CCCCCCP(=O)(O)CCCCCC,3.24
CCCC(C(CC)CO)C(CC)C(=O)O,4.78
CC#CC#CC=C=C[C@@H](O)CCC(=O)O,4.9
C=CC(=O)NC(C)(C)CCN(CC)CC,10.09
CCN(CC)CCOCCN(CC)CC,10.11
CCN(CC)CCOCC[NH+](CC)CC,8.61
NC(=O)CCCCCCCCC(=O)NO,9.49
CCCCCCCCCCCCCCN,10.62
C=CCC(C)(CN(CC)CC)OC(C)=O,9.85
C=CCN(CC=C)CCOC(=O)C(=C)C,7.02
C=C(C)C(=O)OCCN(C(C)C)C(C)C,8.77
CCC(O)CN(CC(O)CC)C(C)(C)C,9.6
CCCCCCN(CCO)CC(O)CC,9.1
CCCCCN(CC(C)O)CC(O)CC,9.1
CCCCCCN(CC(C)O)CC(C)O,8.5
NCCCCCC#CC#CCCC(=O)[O-],10.7
[NH3+]CCCCCCCCCCCC(=O)O,4.65
[NH3+]CCCCCC#CC#CCCC(=O)O,4.17
NC(=O)C[C@H](NC(=O)[C@@H](N)CS)C(=O)O,9.7
NC(=O)C[C@H](NC(=O)[C@@H](N)CS)C(=O)O,7.05
NC(=O)C[C@H](NC(=O)[C@@H](N)CS)C(=O)O,2.97
C[NH+](C)CCCCCCNC(=O)/C=N/O,8.93
CN(C)CCCCCCNC(=O)/C=N/[O-],10.43
CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.57
Cc1cc(C(C)(C)C)cc(C)c1C(=O)O,3.44
CC(C)(C)c1ccc(SCC(=O)O)cc1,3.76
CC(=O)C(Cc1ccc(Cl)cc1)C(C)=O,10.25
O=C(CC(=O)C(F)(F)F)c1ccccc1,6.3
CC(C)(C)CCCCc1ccc(O)cc1,11.22
CCc1ccc(C(=O)/C=C/C(=O)O)cc1,3.38
CCCCCOc1ccc(C(=O)O)cc1,4.49
CCOC(=O)CC(=O)c1ccc(C)cc1,10.73
CC(C)(/C=C/C(=O)[O-])c1ccccc1O,10.71
N#CC(C#N)=C(C#N)NC1CCCCC1,6.01
Cc1ccc(C)c(NN=C(C#N)C#N)c1,-0.84
Cc1ccc(C)c(NN=C(C#N)C#N)c1,6.75
Cc1cccc(C)c1NN=C(C#N)C#N,-0.82
Cc1cccc(C)c1NN=C(C#N)C#N,6.6
N#CC(C#N)=NNc1c(Cl)cccc1Cl,4.7
N#CC(C#N)=NNc1c(Cl)cccc1Cl,-0.67
N#CC(C#N)=NNc1cccc(Cl)c1Cl,5.15
N#CC(C#N)=NNc1cccc(Cl)c1Cl,-0.71
[NH3+]CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],6.77
[NH3+]CC(=O)N[C@@H](Cc1c[nH]c[nH+]1)C(=O)O,2.61
[NH3+][C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)[O-],5.8
[NH3+]C(Cc1cnc[nH]1)C(=O)NCC(=O)[O-],6.67
[NH3+][C@@H](Cc1c[nH]c[nH+]1)C(=O)NCC(=O)O,2.4
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)[O-],8.14
N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)[O-],7.82
CC(Cc1ccccc1)N(C)CCC#N,6.95
Cc1cnc([C@@H](O)[C@H](O)[C@H](O)CO)cn1,1.4
NCCC(=O)Oc1ccc([N+](=O)[O-])cc1,9.17
CCC(=O)c1cc(C(=O)C(C)(C)C)n[nH]1,9.7
CCCCC1(CC)C(=O)NC(=S)NC1=O,7.37
CCN(CC)S(=O)(=O)c1ccc(N)cc1,1.75
CCCCC1(CC)C(=O)[N-]C(=S)NC1=O,12.07
CCNCC(=O)Nc1c(C)cccc1C,8.06
CCN(CC)CC(=O)Nc1ccccc1,8.0
CCN(CC)CC(=O)NC1CCCCC1,8.21
Cc1cccc(C)c1NC(=O)CN(C)C,7.36
CC(C)Cc1cnc(CC(C)C)c(O)[nH+]1,1.7
C=C(C)[C@H]1C[NH2+][C@H](C(=O)O)[C@H]1CC(N)=O,2.01
C=C(C)[C@H]1CN[C@H](C(=O)[O-])[C@H]1CC(N)=O,9.47
N=C(N)Nc1nc(N)nc(NC(=N)N)n1,9.8
N=C(N)Nc1nc(N)nc(NC(N)=[NH2+])n1,7.0
CCNc1nc(NCC)nc(NCC)n1,5.84
Nc1nc(N)nc(N(CCO)CCO)n1,5.1
Nc1nc(NCCO)nc(NCCO)n1,5.18
OCNc1nc(NCO)nc(NCO)n1,4.05
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,4.97
CCCCCCNCc1ccc(C)cc1,10.17
CCCCN(CCCC)c1ccccc1,6.41
C=C(C)[C@@H]1C[NH2+][C@H](C(=O)[O-])[C@@H]1CC(=O)O,4.58
C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)O,4.43
CC(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)O,4.23
CC(C)C1CC(CC(=O)O)[NH2+]C1C(=O)[O-],4.0
C=C(C)[C@@H]1CN[C@H](C(=O)[O-])[C@@H]1CC(=O)[O-],10.21
CC(C)[C@H]1CN[C@H](C(=O)[O-])[C@H]1CC(=O)[O-],10.62
CC(C)C1CC(CC(=O)[O-])NC1C(=O)[O-],10.4
C/C=C(\C(=O)O)c1ccc([N+](=O)[O-])cc1,5.0
C=C(C)[C@@H]1C[NH2+][C@H](C(=O)O)[C@@H]1CC(=O)O,2.09
C=C(C)[C@H]1C[NH2+][C@H](C(=O)O)[C@H]1CC(=O)O,2.1
CC(C)[C@H]1C[NH2+][C@H](C(=O)O)[C@H]1CC(=O)O,2.12
CC(C)C1CC(CC(=O)O)[NH2+]C1C(=O)O,2.1
O=C(O)C(CO)[NH2+]Cc1ccccc1O,2.1
O=C([O-])C(CO)NCc1ccccc1O,8.22
O=C([O-])C(CO)NCc1ccccc1O,10.45
CCOP(=O)(CN1CCOCC1)OCC,4.0
Cc1ccc(S(=O)(=O)NCC(=O)[O-])cc1,11.4
COCCN(CCOC)c1ccccc1,4.11
CNC(C)Cc1ccc(OC)c(OC)c1,9.8
CC(C)(C)N1CCCC(=O)C(O)CCC1,7.6
CCN(CC)Cc1cc(OC)ccc1O,10.86
CCN(CC)Cc1cc(OC)ccc1O,8.62
CC(C)CNCC(=O)c1ccc(O)cc1,7.74
CCCCNCC(=O)c1ccc(O)cc1,8.55
N#CC(CCCC(=O)O)c1ccccc1,4.64
CC(C)(C(=O)O)C(C#N)c1ccccc1,3.95
CC(C)NCC(O)COc1ccccc1,9.45
CN(C)CCCC(=O)Oc1ccccc1,9.7
CCOC(=O)CC(NC)c1ccccc1,8.23
C[N+]1(CCCCCC(=O)O)CCCCC1,4.44
CC(C)(C)[NH2+]CC(=O)c1ccc(O)cc1,7.9
O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F,3.9
CC(c1cccc(C(F)(F)F)c1)[N+](=O)[O-],6.96
CN(C)Cc1cc(C(C)(C)C)ccc1O,11.48
CN(C)Cc1cc(C(C)(C)C)ccc1O,8.55
CCCN(CCC)Cc1ccccc1O,8.3
CC(C)N(Cc1ccccc1O)C(C)C,11.4
CC(C)N(Cc1ccccc1O)C(C)C,7.55
CC(C)Cc1ccc(O)c(CN(C)C)c1,8.51
CCN(CC)Cc1cc(Cl)cc(Cl)c1[O-],11.57
CC[NH+](CC)Cc1cc(Cl)cc(Cl)c1O,5.95
O=C(O)CNC(=O)c1cccc(O)c1O,3.5
CC(O)[C@@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)O,4.35
CC(O)[C@@H]1CN[C@H](C(=O)[O-])[C@H]1CC(=O)[O-],10.08
CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1,5.44
CC(=O)c1ccc([N+](=O)[O-])cc1C(=O)O,3.27
CC(=O)c1cc([N+](=O)[O-])ccc1C(=O)O,3.06
CC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],3.26
CC(O)[C@@H]1C[NH2+][C@H](C(=O)O)[C@H]1CC(=O)O,2.94
O=C([O-])CNC(=O)c1cccc(O)c1O,7.7
COP(=O)(O)NS(=O)(=O)c1ccccc1,1.05
CC(=O)NS(=O)(=O)c1ccsc1C(=O)O,3.1
COP(=O)([O-])NS(=O)(=O)c1ccccc1,6.25
NC(=O)C(CCC(=O)O)c1ccccc1,4.64
C[S+](C)CC(=O)c1ccc([N+](=O)[O-])cc1,6.7
CC(=O)ONc1cc(=O)n(C)c(=O)n1C,7.01
CN(C)c1ccc(NC(=O)/C=N/O)cc1,9.26
CN(C)c1ccc(NC(=O)/C=N/O)cc1,4.94
N#CC(C#N)Cc1ccc([N+](=O)[O-])cc1,10.87
CC(=O)N(N=C(C)C)C1CCN(C)CC1,8.6
CCCCc1c(C)nc(NCC)nc1[O-],11.04
CCCCc1c(O)nc(NCC)[nH+]c1C,5.04
COC(=O)[C@H](Cc1c[nH]cn1)NC(C)=O,6.3
CBr,15.4
C=O,1.15
CO,15.52
CN,10.76
C#N,9.18
O=CO,3.69
OCO,12.83
COO,11.5
CC=O,-0.57
CC=O,16.76
CCO,15.54
N#CN,1.1
CNN,7.87
CCN,10.84
CNC,10.98
N#CS,0.85
CNCl,1.71
N#CO,3.67
CNO,6.05
CON,4.62
C#[N+]O,5.0
C1CN1,6.05
CCN(CC)CCCCCCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,10.4
CC[NH+](CC)CCCCCCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,8.0
c1ccc([P+](c2ccccc2)(c2ccccc2)C2c3ccccc3-c3ccccc32)cc1,8.99
COc1cc(S(C)(=O)=O)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,8.92
COc1cc(S(N)(=O)=O)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,8.87
C=Cc1c(C)c2cc3nc(c(CC(=O)OC)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)NCC)[C@@H](CCC(=O)OC)[C@@H]3C,2.7
C=Cc1c(C)c2cc3[nH+]c(c(CC(=O)OC)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)NCC)[C@@H](CCC(=O)OC)[C@@H]3C,0.0
CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCn1ccnc1,4.0
O=[N+]([O-])c1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2.[Br-],5.36
CCCCN(C(=O)c1cccc(O)c1)c1ccc(/N=N/c2ccc3c(c2)OCCOCCOCCOCCOCCO3)cc1,9.54
CCCCN(C(=O)c1ccc(O)cc1)c1ccc(/N=N/c2ccc3c(c2)OCCOCCOCCOCCOCCO3)cc1,9.12
Oc1c(C(Nc2nc3ccccc3s2)c2ccccn2)ccc2cccnc12,10.94
CC1/C(=N\O)C[C@@H]2N=C(c3ccccc3)O[C@@]13[C@@H]1OC(=O)[C@H](C)[C@H]1CC[C@]23C,4.65
CC1/C(=N/O)C[C@@H]2N=C(c3ccccc3)O[C@@]13[C@@H]1OC(=O)[C@H](C)[C@H]1CC[C@]23C,4.7
c1ccc(Oc2ccnc3c2ccc2c(Oc4ccccc4)ccnc23)cc1,5.34
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1)c1cccc2c1OCCO2,8.68
CN1CC[C@]23c4c5ccc(OCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,8.07
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)C(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CCCCC[N+](C)(C)C.[Br-],7.2
C=C1[C@@H]2CC3C4N5C[C@]6(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]47C6[C@@H]5C[C@]3([C@H]1OC(C)=O)[C@@]7(O)C2,8.35
C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9.07
C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9.05
C[C@H](CCCNCc1ccccc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,9.07
CCOCCn1c(CN2CCC[NH+](CCCCn3cc(C(=O)[O-])cn3)CC2)nc2ccccc21,4.8
CCOCCn1c(CN2CCCN(CCCCn3cc(C(=O)[O-])cn3)CC2)nc2ccccc21,9.1
CC1(C)O[C@@H]2CC(=O)OC[C@]23[C@@H]1CC(=O)[C@@]1(C)[C@H]3C[C@](C)(CC2CCOC2)C[C@]12O[C@H]2C(=O)O,2.7
COc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,9.09
N#Cc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,5.81
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@@]42O[C@]13O,8.85
CCN(CC)c1ccc(C(O)(c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,7.9
O=S(=O)([O-])c1ccc2c(/N=N/c3ccc4[nH]cnc4c3)c(O)c(S(=O)(=O)[O-])cc2c1,9.8
COc1cc(OC)c(OC)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,8.84
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,6.54
CCOCCn1c(N2CCCN(CCCCn3cccn3)CC2)nc2ccccc21,8.5
CCOCCn1c(CN2CCN(CCCCn3cccn3)CC2)nc2ccccc21,7.9
CCOCCn1c(N2CCC[NH+](CCCCn3cccn3)CC2)nc2ccccc21,4.9
CCOCCn1c(CN2CC[NH+](CCCCn3cccn3)CC2)nc2ccccc21,4.8
COc1cc(C#N)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,8.7
CCS(=O)(=O)c1cc(OC)c(OC)c(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,8.9
CCOCCn1c(N2CCC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,3.7
CCOCCn1c(CN2CC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,3.8
CCOCCn1c(N2CCC[NH+](CCCCn3cc(C(=O)[O-])cn3)CC2)nc2ccccc21,5.1
CCOCCn1c(CN2CC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)nc2ccccc21,4.9
CCOCCn1c(N2CCCN(CCCCn3cc(C(=O)[O-])cn3)CC2)nc2ccccc21,8.5
CCOCCn1c(CN2CCN(CCCCn3cc(C(=O)[O-])cn3)CC2)nc2ccccc21,8.0
Brc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,7.33
Brc1ccc2c(c1)-c1ccccc1C2[P+](c1ccccc1)(c1ccccc1)c1ccccc1,7.53
Brc1ccc([P+](c2ccccc2)(c2ccccc2)C2c3ccccc3-c3ccccc32)cc1,8.67
Cc1ccc2c(c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1-2,9.38
CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,8.1
COc1cc2c(cc1OC)[C@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1C6[C@@]5(S(=O)(=O)[O-])C[C@H]43,7.45
COc1cc2c(cc1OC)C13CCN4C1CC1C(=CCOC5CC(=O)N2C3C51)[C@@H]4S(=O)(=O)[O-],3.12
CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCCn1ccnc1,4.4
CCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCC,11.0
O=C(O)[C@@H]1O[C@H](Oc2ccc3oc4cccc(O)c4c(=O)c3c2)[C@@H](O)[C@H](O)[C@H]1O,3.94
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4.98
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,4.2
Cc1c(Cc2c(C)n(C)[n+](-c3ccccc3)c2O)c(=O)n(-c2ccccc2)n1C,1.51
CCOc1cccc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,8.78
COc1cc(Br)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1OC,8.84
COc1ccc([N+](=O)[O-])cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,8.7
